date,store_nbr,transactions
2017-04-13,16,784
2017-04-13,17,1556
2017-04-13,18,1393
2017-04-13,19,1302
2017-04-13,20,1647
2017-04-13,21,1054
2017-04-13,22,756
2017-04-13,23,1201
2017-04-13,24,2043
2017-04-13,25,1539
2017-04-13,26,554
2017-04-13,27,1529
2017-04-13,28,1171
2017-04-13,29,1078
2017-04-13,30,695
2017-04-13,31,1350
2017-04-13,32,625
2017-04-13,33,922
2017-04-13,34,2531
2017-04-13,35,709
2017-04-13,36,1264
2017-04-13,37,1332
2017-04-13,38,1588
2017-04-13,39,1334
2017-04-13,40,1343
2017-04-13,41,985
2017-04-13,42,1220
2017-04-13,43,1488
2017-04-13,44,4423
2017-04-13,45,3875
2017-04-13,46,3726
2017-04-13,47,4128
2017-04-13,48,2871
2017-04-13,49,3111
2017-04-13,50,2828
2017-04-13,51,1480
2017-04-13,53,1139
2017-04-13,54,826
2017-04-14,1,494
2017-04-14,2,1688
2017-04-14,3,3243
2017-04-14,4,1415
2017-04-14,5,1165
2017-04-14,6,1896
2017-04-14,7,1519
2017-04-14,8,2308
2017-04-14,9,1912
2017-04-14,10,788
2017-04-14,11,2280
2017-04-14,12,1184
2017-04-14,13,1002
2017-04-14,14,1130
2017-04-14,15,1037
2017-04-14,16,881
2017-04-14,17,1653
2017-04-14,18,921
2017-04-14,19,1165
2017-04-14,20,1714
2017-04-14,21,1213
2017-04-14,22,848
2017-04-14,23,892
2017-04-14,24,1649
2017-04-14,25,2529
2017-04-14,26,500
2017-04-14,27,1873
2017-04-14,28,1281
2017-04-14,29,1198
2017-04-14,30,625
2017-04-14,31,1390
2017-04-14,32,588
2017-04-14,33,768
2017-04-14,34,2126
2017-04-14,35,995
2017-04-14,36,1270
2017-04-14,37,1173
2017-04-14,38,1483
2017-04-14,39,1116
2017-04-14,40,926
2017-04-14,41,1097
2017-04-14,42,1104
2017-04-14,43,1383
2017-04-14,44,4357
2017-04-14,45,3882
2017-04-14,46,3930
2017-04-14,47,4094
2017-04-14,48,3255
2017-04-14,49,2989
2017-04-14,50,2905
2017-04-14,51,1557
2017-04-14,53,1292
2017-04-14,54,834
2017-04-15,1,1116
2017-04-15,2,1775
2017-04-15,3,3497
2017-04-15,4,1420
2017-04-15,5,1157
2017-04-15,6,1928
2017-04-15,7,1738
2017-04-15,8,2531
2017-04-15,9,2155
2017-04-15,10,1008
2017-04-15,11,2666
2017-04-15,12,1360
2017-04-15,13,1203
2017-04-15,14,1412
2017-04-15,15,1301
2017-04-15,16,722
2017-04-15,17,1691
2017-04-15,18,1125
2017-04-15,19,1631
2017-04-15,20,1809
2017-04-15,21,1144
2017-04-15,22,831
2017-04-15,23,1004
2017-04-15,24,1929
2017-04-15,25,2231
2017-04-15,26,524
2017-04-15,27,1870
2017-04-15,28,1368
2017-04-15,29,1276
2017-04-15,30,648
2017-04-15,31,1432
2017-04-15,32,659
2017-04-15,33,936
2017-04-15,34,2098
2017-04-15,35,1033
2017-04-15,36,1304
2017-04-15,37,1517
2017-04-15,38,2061
2017-04-15,39,1559
2017-04-15,40,1312
2017-04-15,41,1201
2017-04-15,42,1324
2017-04-15,43,1517
2017-04-15,44,4619
2017-04-15,45,4712
2017-04-15,46,4538
2017-04-15,47,4584
2017-04-15,48,3912
2017-04-15,49,3539
2017-04-15,50,3514
2017-04-15,51,1525
2017-04-15,53,1301
2017-04-15,54,898
2017-04-16,1,483
2017-04-16,2,1791
2017-04-16,3,3469
2017-04-16,4,1370
2017-04-16,5,1020
2017-04-16,6,1990
2017-04-16,7,1521
2017-04-16,8,2552
2017-04-16,9,2176
2017-04-16,10,879
2017-04-16,11,2570
2017-04-16,12,1364
2017-04-16,13,952
2017-04-16,14,1005
2017-04-16,15,990
2017-04-16,16,744
2017-04-16,17,1693
2017-04-16,18,1211
2017-04-16,19,1066
2017-04-16,20,2051
2017-04-16,21,1424
2017-04-16,22,805
2017-04-16,23,887
2017-04-16,24,1456
2017-04-16,25,1053
2017-04-16,26,502
2017-04-16,27,1984
2017-04-16,28,1472
2017-04-16,29,1264
2017-04-16,30,577
2017-04-16,31,1362
2017-04-16,32,592
2017-04-16,33,804
2017-04-16,34,1971
2017-04-16,35,687
2017-04-16,36,1148
2017-04-16,37,1032
2017-04-16,38,1845
2017-04-16,39,1415
2017-04-16,40,1061
2017-04-16,41,1223
2017-04-16,42,1299
2017-04-16,43,1394
2017-04-16,44,4925
2017-04-16,45,4567
2017-04-16,46,4387
2017-04-16,47,4413
2017-04-16,48,3913
2017-04-16,49,3458
2017-04-16,50,3045
2017-04-16,51,1566
2017-04-16,53,1260
2017-04-16,54,976
2017-04-17,1,1750
2017-04-17,2,1743
2017-04-17,3,2964
2017-04-17,4,1248
2017-04-17,5,1250
2017-04-17,6,1607
2017-04-17,7,1825
2017-04-17,8,2736
2017-04-17,9,1975
2017-04-17,10,875
2017-04-17,11,2236
2017-04-17,12,1230
2017-04-17,13,927
2017-04-17,14,1501
2017-04-17,15,1420
2017-04-17,16,632
2017-04-17,17,1366
2017-04-17,18,1276
2017-04-17,19,1205
2017-04-17,20,1357
2017-04-17,21,950
2017-04-17,22,819
2017-04-17,23,1068
2017-04-17,24,2112
2017-04-17,25,820
2017-04-17,26,548
2017-04-17,27,1571
2017-04-17,28,1166
2017-04-17,29,1168
2017-04-17,30,707
2017-04-17,31,1261
2017-04-17,32,558
2017-04-17,33,904
2017-04-17,34,2260
2017-04-17,35,715
2017-04-17,36,1208
2017-04-17,37,1513
2017-04-17,38,1319
2017-04-17,39,1336
2017-04-17,40,1502
2017-04-17,41,1048
2017-04-17,42,1146
2017-04-17,43,1444
2017-04-17,44,3775
2017-04-17,45,3483
2017-04-17,46,2943
2017-04-17,47,3502
2017-04-17,48,2483
2017-04-17,49,2947
2017-04-17,50,2401
2017-04-17,51,1528
2017-04-17,53,991
2017-04-17,54,724
2017-04-18,1,1652
2017-04-18,2,1722
2017-04-18,3,2779
2017-04-18,4,1212
2017-04-18,5,1241
2017-04-18,6,1501
2017-04-18,7,1814
2017-04-18,8,2538
2017-04-18,9,1980
2017-04-18,10,887
2017-04-18,11,2261
2017-04-18,12,1192
2017-04-18,13,808
2017-04-18,14,1306
2017-04-18,15,1390
2017-04-18,16,714
2017-04-18,17,1462
2017-04-18,18,1411
2017-04-18,19,1187
2017-04-18,20,1312
2017-04-18,21,1068
2017-04-18,22,740
2017-04-18,23,988
2017-04-18,24,2040
2017-04-18,25,746
2017-04-18,26,432
2017-04-18,27,1432
2017-04-18,28,1206
2017-04-18,29,1182
2017-04-18,30,734
2017-04-18,31,1358
2017-04-18,32,623
2017-04-18,33,1006
2017-04-18,34,2229
2017-04-18,35,699
2017-04-18,36,1268
2017-04-18,37,1423
2017-04-18,38,1239
2017-04-18,39,1274
2017-04-18,40,1486
2017-04-18,41,947
2017-04-18,42,974
2017-04-18,43,1343
2017-04-18,44,3550
2017-04-18,45,3236
2017-04-18,46,2770
2017-04-18,47,3375
2017-04-18,48,2355
2017-04-18,49,2665
2017-04-18,50,2322
2017-04-18,51,1404
2017-04-18,53,1079
2017-04-18,54,772
2017-04-19,1,1802
2017-04-19,2,1803
2017-04-19,3,2973
2017-04-19,4,1339
2017-04-19,5,1110
2017-04-19,6,1660
2017-04-19,7,1885
2017-04-19,8,2788
2017-04-19,9,1804
2017-04-19,10,798
2017-04-19,11,1986
2017-04-19,12,1095
2017-04-19,13,785
2017-04-19,14,1198
2017-04-19,15,1354
2017-04-19,16,636
2017-04-19,17,1367
2017-04-19,18,1306
2017-04-19,19,981
2017-04-19,20,1284
2017-04-19,21,902
2017-04-19,22,793
2017-04-19,23,963
2017-04-19,24,1825
2017-04-19,25,886
2017-04-19,26,416
2017-04-19,27,1394
2017-04-19,28,928
2017-04-19,29,851
2017-04-19,30,551
2017-04-19,31,1063
2017-04-19,32,475
2017-04-19,33,660
2017-04-19,34,1805
2017-04-19,35,609
2017-04-19,36,1065
2017-04-19,37,1637
2017-04-19,38,1357
2017-04-19,39,1232
2017-04-19,40,1049
2017-04-19,41,934
2017-04-19,42,1076
2017-04-19,43,1207
2017-04-19,44,4174
2017-04-19,45,3441
2017-04-19,46,3182
2017-04-19,47,3592
2017-04-19,48,2421
2017-04-19,49,3045
2017-04-19,50,2187
2017-04-19,51,1525
2017-04-19,53,1155
2017-04-19,54,645
2017-04-20,1,1579
2017-04-20,2,1715
2017-04-20,3,2808
2017-04-20,4,1159
2017-04-20,5,1124
2017-04-20,6,1547
2017-04-20,7,1700
2017-04-20,8,2475
2017-04-20,9,1929
2017-04-20,10,834
2017-04-20,11,2056
2017-04-20,12,1141
2017-04-20,13,809
2017-04-20,14,1203
2017-04-20,15,1428
2017-04-20,16,648
2017-04-20,17,1385
2017-04-20,18,1226
2017-04-20,19,1083
2017-04-20,20,1533
2017-04-20,21,919
2017-04-20,22,742
2017-04-20,23,873
2017-04-20,24,2189
2017-04-20,25,817
2017-04-20,26,475
2017-04-20,27,1551
2017-04-20,28,1096
2017-04-20,29,1118
2017-04-20,30,775
2017-04-20,31,1363
2017-04-20,32,706
2017-04-20,33,856
2017-04-20,34,2135
2017-04-20,35,699
2017-04-20,36,1124
2017-04-20,37,1357
2017-04-20,38,1340
2017-04-20,39,1152
2017-04-20,40,1385
2017-04-20,41,1045
2017-04-20,42,925
2017-04-20,43,1301
2017-04-20,44,3387
2017-04-20,45,3255
2017-04-20,46,3078
2017-04-20,47,3476
2017-04-20,48,2509
2017-04-20,49,2750
2017-04-20,50,2051
2017-04-20,51,1409
2017-04-20,52,4068
2017-04-20,53,948
2017-04-20,54,649
2017-04-21,1,1958
2017-04-21,2,1950
2017-04-21,3,3439
2017-04-21,4,1461
2017-04-21,5,1195
2017-04-21,6,1744
2017-04-21,7,2095
2017-04-21,8,3024
2017-04-21,9,1873
2017-04-21,10,778
2017-04-21,11,2155
2017-04-21,12,1147
2017-04-21,13,853
2017-04-21,14,1102
2017-04-21,15,1462
2017-04-21,16,671
2017-04-21,17,1341
2017-04-21,18,1266
2017-04-21,19,1159
2017-04-21,20,1398
2017-04-21,21,990
2017-04-21,22,768
2017-04-21,23,1098
2017-04-21,24,2362
2017-04-21,25,1103
2017-04-21,26,560
2017-04-21,27,1601
2017-04-21,28,1118
2017-04-21,29,1107
2017-04-21,30,718
2017-04-21,31,1301
2017-04-21,32,645
2017-04-21,33,830
2017-04-21,34,2355
2017-04-21,35,673
2017-04-21,36,1134
2017-04-21,37,1510
2017-04-21,38,1490
2017-04-21,39,1188
2017-04-21,40,1361
2017-04-21,41,971
2017-04-21,42,1083
2017-04-21,43,1373
2017-04-21,44,4530
2017-04-21,45,3934
2017-04-21,46,3353
2017-04-21,47,3836
2017-04-21,48,2686
2017-04-21,49,3175
2017-04-21,50,2413
2017-04-21,51,1726
2017-04-21,52,3151
2017-04-21,53,1112
2017-04-21,54,729
2017-04-22,1,1338
2017-04-22,2,2006
2017-04-22,3,3718
2017-04-22,4,1531
2017-04-22,5,1207
2017-04-22,6,1924
2017-04-22,7,1949
2017-04-22,8,2995
2017-04-22,9,2249
2017-04-22,10,1026
2017-04-22,11,2537
2017-04-22,12,1237
2017-04-22,13,1138
2017-04-22,14,1298
2017-04-22,15,1356
2017-04-22,16,770
2017-04-22,17,1627
2017-04-22,18,1323
2017-04-22,19,1575
2017-04-22,20,1765
2017-04-22,21,1265
2017-04-22,22,800
2017-04-22,23,1017
2017-04-22,24,2156
2017-04-22,25,1278
2017-04-22,26,546
2017-04-22,27,1730
2017-04-22,28,1405
2017-04-22,29,1250
2017-04-22,30,735
2017-04-22,31,1228
2017-04-22,32,665
2017-04-22,33,940
2017-04-22,34,2437
2017-04-22,35,743
2017-04-22,36,1177
2017-04-22,37,1633
2017-04-22,38,1983
2017-04-22,39,1692
2017-04-22,40,1348
2017-04-22,41,1181
2017-04-22,42,1415
2017-04-22,43,1477
2017-04-22,44,5074
2017-04-22,45,4600
2017-04-22,46,4346
2017-04-22,47,4411
2017-04-22,48,3532
2017-04-22,49,3507
2017-04-22,50,3136
2017-04-22,51,1760
2017-04-22,52,4046
2017-04-22,53,1215
2017-04-22,54,828
2017-04-23,1,518
2017-04-23,2,1968
2017-04-23,3,3648
2017-04-23,4,1667
2017-04-23,5,1107
2017-04-23,6,2114
2017-04-23,7,1730
2017-04-23,8,2864
2017-04-23,9,2247
2017-04-23,10,922
2017-04-23,11,2603
2017-04-23,12,1293
2017-04-23,13,950
2017-04-23,14,1019
2017-04-23,15,1125
2017-04-23,16,783
2017-04-23,17,1837
2017-04-23,18,1445
2017-04-23,19,1038
2017-04-23,20,2102
2017-04-23,21,1449
2017-04-23,22,821
2017-04-23,23,1041
2017-04-23,24,1733
2017-04-23,25,911
2017-04-23,26,543
2017-04-23,27,1967
2017-04-23,28,1609
2017-04-23,29,1324
2017-04-23,30,649
2017-04-23,31,1549
2017-04-23,32,598
2017-04-23,33,970
2017-04-23,34,2156
2017-04-23,35,759
2017-04-23,36,1037
2017-04-23,37,1287
2017-04-23,38,1997
2017-04-23,39,1569
2017-04-23,40,1124
2017-04-23,41,1300
2017-04-23,42,1445
2017-04-23,43,1581
2017-04-23,44,5305
2017-04-23,45,4676
2017-04-23,46,4768
2017-04-23,47,4842
2017-04-23,48,4088
2017-04-23,49,3628
2017-04-23,50,3251
2017-04-23,51,1892
2017-04-23,52,4209
2017-04-23,53,1210
2017-04-23,54,918
2017-04-24,1,1632
2017-04-24,2,1737
2017-04-24,3,2754
2017-04-24,4,1148
2017-04-24,5,1208
2017-04-24,6,1461
2017-04-24,7,1779
2017-04-24,8,2520
2017-04-24,9,1867
2017-04-24,10,845
2017-04-24,11,2105
2017-04-24,12,1203
2017-04-24,13,860
2017-04-24,14,1402
2017-04-24,15,1463
2017-04-24,16,611
2017-04-24,17,1466
2017-04-24,18,1206
2017-04-24,19,998
2017-04-24,20,1310
2017-04-24,21,934
2017-04-24,22,750
2017-04-24,23,888
2017-04-24,24,1994
2017-04-24,25,761
2017-04-24,26,474
2017-04-24,27,1448
2017-04-24,28,1048
2017-04-24,29,1032
2017-04-24,30,673
2017-04-24,31,1304
2017-04-24,32,517
2017-04-24,33,893
2017-04-24,34,2283
2017-04-24,35,697
2017-04-24,36,1051
2017-04-24,37,1474
2017-04-24,38,1326
2017-04-24,39,1289
2017-04-24,40,1415
2017-04-24,41,1200
2017-04-24,42,1014
2017-04-24,43,1414
2017-04-24,44,3429
2017-04-24,45,3347
2017-04-24,46,3011
2017-04-24,47,3249
2017-04-24,48,2421
2017-04-24,49,2763
2017-04-24,50,2304
2017-04-24,51,1433
2017-04-24,52,2682
2017-04-24,53,1003
2017-04-24,54,805
2017-04-25,1,1732
2017-04-25,2,1847
2017-04-25,3,2893
2017-04-25,4,1261
2017-04-25,5,1056
2017-04-25,6,1588
2017-04-25,7,1893
2017-04-25,8,2512
2017-04-25,9,1906
2017-04-25,10,877
2017-04-25,11,2138
2017-04-25,12,1104
2017-04-25,13,789
2017-04-25,14,1404
2017-04-25,15,1374
2017-04-25,16,642
2017-04-25,17,1409
2017-04-25,18,1440
2017-04-25,19,1129
2017-04-25,20,1353
2017-04-25,21,913
2017-04-25,22,725
2017-04-25,23,948
2017-04-25,24,2014
2017-04-25,25,683
2017-04-25,26,472
2017-04-25,27,1486
2017-04-25,28,1309
2017-04-25,29,1244
2017-04-25,30,726
2017-04-25,31,1300
2017-04-25,32,623
2017-04-25,33,892
2017-04-25,34,2106
2017-04-25,35,684
2017-04-25,36,1211
2017-04-25,37,1399
2017-04-25,38,1189
2017-04-25,39,1336
2017-04-25,40,1435
2017-04-25,41,1007
2017-04-25,42,991
2017-04-25,43,1280
2017-04-25,44,3767
2017-04-25,45,3157
2017-04-25,46,2863
2017-04-25,47,3317
2017-04-25,48,2313
2017-04-25,49,2652
2017-04-25,50,2253
2017-04-25,51,1508
2017-04-25,52,2300
2017-04-25,53,990
2017-04-25,54,753
2017-04-26,1,1862
2017-04-26,2,1858
2017-04-26,3,3005
2017-04-26,4,1381
2017-04-26,5,1202
2017-04-26,6,1716
2017-04-26,7,1999
2017-04-26,8,2808
2017-04-26,9,1780
2017-04-26,10,725
2017-04-26,11,1956
2017-04-26,12,1117
2017-04-26,13,799
2017-04-26,14,1170
2017-04-26,15,1388
2017-04-26,16,816
2017-04-26,17,1343
2017-04-26,18,1285
2017-04-26,19,997
2017-04-26,20,1289
2017-04-26,21,960
2017-04-26,22,771
2017-04-26,23,939
2017-04-26,24,2349
2017-04-26,25,868
2017-04-26,26,555
2017-04-26,27,1703
2017-04-26,28,1116
2017-04-26,29,1171
2017-04-26,30,715
2017-04-26,31,1217
2017-04-26,32,580
2017-04-26,33,775
2017-04-26,34,2095
2017-04-26,35,690
2017-04-26,36,1081
2017-04-26,37,1520
2017-04-26,38,1395
2017-04-26,39,1223
2017-04-26,40,1374
2017-04-26,41,1103
2017-04-26,42,1077
2017-04-26,43,1355
2017-04-26,44,4307
2017-04-26,45,3496
2017-04-26,46,2945
2017-04-26,47,3476
2017-04-26,48,2337
2017-04-26,49,2887
2017-04-26,50,2062
2017-04-26,51,1776
2017-04-26,52,2513
2017-04-26,53,1068
2017-04-26,54,714
2017-04-27,1,1744
2017-04-27,2,1809
2017-04-27,3,2742
2017-04-27,4,1215
2017-04-27,5,1071
2017-04-27,6,1580
2017-04-27,7,1750
2017-04-27,8,2466
2017-04-27,9,1825
2017-04-27,10,839
2017-04-27,11,2001
2017-04-27,12,1167
2017-04-27,13,791
2017-04-27,14,1290
2017-04-27,15,1352
2017-04-27,16,686
2017-04-27,17,1276
2017-04-27,18,1241
2017-04-27,19,928
2017-04-27,20,1457
2017-04-27,21,926
2017-04-27,22,719
2017-04-27,23,935
2017-04-27,24,2052
2017-04-27,25,744
2017-04-27,26,452
2017-04-27,27,1468
2017-04-27,28,1128
2017-04-27,29,1059
2017-04-27,30,734
2017-04-27,31,1317
2017-04-27,32,545
2017-04-27,33,806
2017-04-27,34,2052
2017-04-27,35,650
2017-04-27,36,1108
2017-04-27,37,1359
2017-04-27,38,1215
2017-04-27,39,1226
2017-04-27,40,1222
2017-04-27,41,967
2017-04-27,42,1049
2017-04-27,43,1274
2017-04-27,44,3756
2017-04-27,45,3085
2017-04-27,46,2679
2017-04-27,47,3234
2017-04-27,48,2308
2017-04-27,49,2451
2017-04-27,50,2037
2017-04-27,51,1405
2017-04-27,52,2198
2017-04-27,53,926
2017-04-27,54,655
2017-04-28,1,1903
2017-04-28,2,1838
2017-04-28,3,3298
2017-04-28,4,1376
2017-04-28,5,1264
2017-04-28,6,1710
2017-04-28,7,2043
2017-04-28,8,2982
2017-04-28,9,1807
2017-04-28,10,706
2017-04-28,11,2048
2017-04-28,12,1168
2017-04-28,13,809
2017-04-28,14,1238
2017-04-28,15,1351
2017-04-28,16,658
2017-04-28,17,1280
2017-04-28,18,1175
2017-04-28,19,1061
2017-04-28,20,1400
2017-04-28,21,947
2017-04-28,22,746
2017-04-28,23,967
2017-04-28,24,2329
2017-04-28,25,1150
2017-04-28,26,601
2017-04-28,27,1545
2017-04-28,28,1122
2017-04-28,29,971
2017-04-28,30,706
2017-04-28,31,1290
2017-04-28,32,544
2017-04-28,33,766
2017-04-28,34,2499
2017-04-28,35,599
2017-04-28,36,1058
2017-04-28,37,1580
2017-04-28,38,1479
2017-04-28,39,1269
2017-04-28,40,1292
2017-04-28,41,1081
2017-04-28,42,1110
2017-04-28,43,1405
2017-04-28,44,4391
2017-04-28,45,3761
2017-04-28,46,3122
2017-04-28,47,3805
2017-04-28,48,2599
2017-04-28,49,3139
2017-04-28,50,2422
2017-04-28,51,1665
2017-04-28,52,2554
2017-04-28,53,1093
2017-04-28,54,752
2017-04-29,1,1278
2017-04-29,2,2030
2017-04-29,3,3565
2017-04-29,4,1442
2017-04-29,5,1311
2017-04-29,6,1983
2017-04-29,7,1917
2017-04-29,8,2870
2017-04-29,9,2297
2017-04-29,10,1115
2017-04-29,11,2598
2017-04-29,12,1314
2017-04-29,13,1166
2017-04-29,14,1598
2017-04-29,15,1401
2017-04-29,16,763
2017-04-29,17,1660
2017-04-29,18,1266
2017-04-29,19,1678
2017-04-29,20,1794
2017-04-29,21,1348
2017-04-29,22,961
2017-04-29,23,1053
2017-04-29,24,2258
2017-04-29,25,1949
2017-04-29,26,599
2017-04-29,27,1929
2017-04-29,28,1436
2017-04-29,29,1307
2017-04-29,30,675
2017-04-29,31,1460
2017-04-29,32,663
2017-04-29,33,932
2017-04-29,34,2793
2017-04-29,35,829
2017-04-29,36,1337
2017-04-29,37,1718
2017-04-29,38,2161
2017-04-29,39,1662
2017-04-29,40,1475
2017-04-29,41,1229
2017-04-29,42,1389
2017-04-29,43,1617
2017-04-29,44,5032
2017-04-29,45,4567
2017-04-29,46,4438
2017-04-29,47,4701
2017-04-29,48,3778
2017-04-29,49,3635
2017-04-29,50,3357
2017-04-29,51,1732
2017-04-29,52,3587
2017-04-29,53,1350
2017-04-29,54,867
2017-04-30,1,498
2017-04-30,2,1721
2017-04-30,3,3304
2017-04-30,4,1376
2017-04-30,5,1202
2017-04-30,6,1925
2017-04-30,7,1629
2017-04-30,8,2499
2017-04-30,9,1962
2017-04-30,10,821
2017-04-30,11,2700
2017-04-30,12,1171
2017-04-30,13,832
2017-04-30,14,1013
2017-04-30,15,1040
2017-04-30,16,817
2017-04-30,17,1623
2017-04-30,18,1164
2017-04-30,19,1100
2017-04-30,20,1870
2017-04-30,21,1406
2017-04-30,22,812
2017-04-30,23,870
2017-04-30,24,1687
2017-04-30,25,1768
2017-04-30,26,569
2017-04-30,27,1889
2017-04-30,28,1477
2017-04-30,29,1273
2017-04-30,30,617
2017-04-30,31,1652
2017-04-30,32,656
2017-04-30,33,985
2017-04-30,34,2184
2017-04-30,35,856
2017-04-30,36,1194
2017-04-30,37,1045
2017-04-30,38,1957
2017-04-30,39,1438
2017-04-30,40,1294
2017-04-30,41,1434
2017-04-30,42,1261
2017-04-30,43,1460
2017-04-30,44,4939
2017-04-30,45,4467
2017-04-30,46,4683
2017-04-30,47,4412
2017-04-30,48,3969
2017-04-30,49,3432
2017-04-30,50,3126
2017-04-30,51,1576
2017-04-30,52,3619
2017-04-30,53,1207
2017-04-30,54,1033
2017-05-01,1,481
2017-05-01,2,2071
2017-05-01,3,3630
2017-05-01,4,1615
2017-05-01,5,1218
2017-05-01,6,2210
2017-05-01,7,1751
2017-05-01,8,2814
2017-05-01,9,2481
2017-05-01,10,903
2017-05-01,11,2806
2017-05-01,12,1361
2017-05-01,13,1056
2017-05-01,14,1353
2017-05-01,15,1210
2017-05-01,16,798
2017-05-01,17,1942
2017-05-01,18,1310
2017-05-01,19,1174
2017-05-01,20,2263
2017-05-01,21,1418
2017-05-01,22,954
2017-05-01,23,1038
2017-05-01,24,1836
2017-05-01,25,1102
2017-05-01,26,679
2017-05-01,27,2020
2017-05-01,28,1803
2017-05-01,29,1518
2017-05-01,30,675
2017-05-01,31,1567
2017-05-01,32,664
2017-05-01,33,1026
2017-05-01,34,2301
2017-05-01,35,863
2017-05-01,36,1296
2017-05-01,37,1350
2017-05-01,38,1973
2017-05-01,39,1559
2017-05-01,40,1331
2017-05-01,41,1460
2017-05-01,42,1363
2017-05-01,43,1683
2017-05-01,44,5394
2017-05-01,45,5012
2017-05-01,46,5199
2017-05-01,47,5110
2017-05-01,48,4494
2017-05-01,49,3768
2017-05-01,50,3609
2017-05-01,51,1998
2017-05-01,52,3627
2017-05-01,53,1363
2017-05-01,54,940
2017-05-02,1,1757
2017-05-02,2,1873
2017-05-02,3,3010
2017-05-02,4,1320
2017-05-02,5,1336
2017-05-02,6,1764
2017-05-02,7,1887
2017-05-02,8,2680
2017-05-02,9,2099
2017-05-02,10,1022
2017-05-02,11,2428
2017-05-02,12,1205
2017-05-02,13,880
2017-05-02,14,1458
2017-05-02,15,1536
2017-05-02,16,755
2017-05-02,17,1554
2017-05-02,18,1545
2017-05-02,19,1175
2017-05-02,20,1451
2017-05-02,21,1159
2017-05-02,22,889
2017-05-02,23,978
2017-05-02,24,2026
2017-05-02,25,729
2017-05-02,26,572
2017-05-02,27,1473
2017-05-02,28,1246
2017-05-02,29,1277
2017-05-02,30,781
2017-05-02,31,1439
2017-05-02,32,610
2017-05-02,33,1032
2017-05-02,34,2240
2017-05-02,35,766
2017-05-02,36,1308
2017-05-02,37,1527
2017-05-02,38,1409
2017-05-02,39,1468
2017-05-02,40,1611
2017-05-02,41,1096
2017-05-02,42,1104
2017-05-02,43,1529
2017-05-02,44,3968
2017-05-02,45,3587
2017-05-02,46,3170
2017-05-02,47,3643
2017-05-02,48,2653
2017-05-02,49,2922
2017-05-02,50,2333
2017-05-02,51,1454
2017-05-02,52,2003
2017-05-02,53,1057
2017-05-02,54,874
2017-05-03,1,1803
2017-05-03,2,1871
2017-05-03,3,3235
2017-05-03,4,1358
2017-05-03,5,1346
2017-05-03,6,1685
2017-05-03,7,2095
2017-05-03,8,2885
2017-05-03,9,2046
2017-05-03,10,896
2017-05-03,11,2486
2017-05-03,12,1179
2017-05-03,13,838
2017-05-03,14,1311
2017-05-03,15,1558
2017-05-03,16,685
2017-05-03,17,1430
2017-05-03,18,1277
2017-05-03,19,1174
2017-05-03,20,1420
2017-05-03,21,979
2017-05-03,22,823
2017-05-03,23,1068
2017-05-03,24,2263
2017-05-03,25,832
2017-05-03,26,588
2017-05-03,27,1673
2017-05-03,28,1229
2017-05-03,29,1182
2017-05-03,30,676
2017-05-03,31,1312
2017-05-03,32,705
2017-05-03,33,918
2017-05-03,34,2155
2017-05-03,35,668
2017-05-03,36,1116
2017-05-03,37,1613
2017-05-03,38,1513
2017-05-03,39,1342
2017-05-03,40,1455
2017-05-03,41,1223
2017-05-03,42,1159
2017-05-03,43,1458
2017-05-03,44,4363
2017-05-03,45,3628
2017-05-03,46,3370
2017-05-03,47,3844
2017-05-03,48,2760
2017-05-03,49,3095
2017-05-03,50,2285
2017-05-03,51,1726
2017-05-03,52,2250
2017-05-03,53,1100
2017-05-03,54,764
2017-05-04,1,1729
2017-05-04,2,1762
2017-05-04,3,2927
2017-05-04,4,1295
2017-05-04,5,1119
2017-05-04,6,1522
2017-05-04,7,1751
2017-05-04,8,2646
2017-05-04,9,1989
2017-05-04,10,815
2017-05-04,11,2374
2017-05-04,12,1166
2017-05-04,13,811
2017-05-04,14,1257
2017-05-04,15,1418
2017-05-04,16,661
2017-05-04,17,1329
2017-05-04,18,1292
2017-05-04,19,950
2017-05-04,20,1494
2017-05-04,21,963
2017-05-04,22,760
2017-05-04,23,970
2017-05-04,24,2053
2017-05-04,25,680
2017-05-04,26,495
2017-05-04,27,1430
2017-05-04,28,1159
2017-05-04,29,1113
2017-05-04,30,701
2017-05-04,31,1259
2017-05-04,32,694
2017-05-04,33,862
2017-05-04,34,2018
2017-05-04,35,723
2017-05-04,36,1115
2017-05-04,37,1468
2017-05-04,38,1319
2017-05-04,39,1236
2017-05-04,40,1314
2017-05-04,41,947
2017-05-04,42,1012
2017-05-04,43,1296
2017-05-04,44,3687
2017-05-04,45,3259
2017-05-04,46,3037
2017-05-04,47,3487
2017-05-04,48,2603
2017-05-04,49,2809
2017-05-04,50,2217
2017-05-04,51,1415
2017-05-04,52,1910
2017-05-04,53,954
2017-05-04,54,685
2017-05-05,1,1752
2017-05-05,2,1880
2017-05-05,3,3207
2017-05-05,4,1368
2017-05-05,5,1215
2017-05-05,6,1593
2017-05-05,7,1958
2017-05-05,8,2814
2017-05-05,9,1894
2017-05-05,10,684
2017-05-05,11,2392
2017-05-05,12,1095
2017-05-05,13,709
2017-05-05,14,1189
2017-05-05,15,1322
2017-05-05,16,665
2017-05-05,17,1180
2017-05-05,18,1101
2017-05-05,19,938
2017-05-05,20,1310
2017-05-05,21,924
2017-05-05,22,640
